fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,acid_balance,sweetness index,complexity index
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,6,18.301541480349428,0.16129019250790927,7.858
8.0,0.725,0.24,2.8,0.083,10.0,62.0,0.99685,3.35,0.56,10.0,6,11.03433056095778,0.27999972000028,6.368
11.6,0.44,0.64,2.1,0.059,5.0,15.0,0.998,3.21,0.67,10.2,6,26.363037203699914,0.20588215109593033,7.900999999999999
8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,5,14.3857125313591,0.2178215665133005,6.439
7.8,0.735,0.08,2.4,0.092,10.0,41.0,0.9974,3.24,0.71,9.8,6,10.612100515639243,0.24489770928805174,6.273
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,5,14.285422746474561,0.5333328253973091,6.178000000000001
8.7,0.625,0.16,2.0,0.1009999999999999,13.0,49.0,0.9962,3.14,0.57,11.0,5,13.919777283563462,0.1818180165290759,6.951
8.1,0.725,0.22,2.2,0.072,11.0,41.0,0.9967,3.36,0.55,9.1,5,11.172259692969753,0.24175797609013622,6.135
7.5,0.49,0.19,1.9,0.076,10.0,44.0,0.9957,3.39,0.54,9.7,5,15.305810085508458,0.1958760867256838,6.071999999999999
7.8,0.53,0.33,2.4,0.08,24.0,144.0,0.99655,3.3,0.6,9.5,5,14.716703458425313,0.2526313130196705,6.15
7.8,0.34,0.37,2.0,0.0819999999999999,24.0,58.0,0.9964,3.34,0.59,9.4,6,22.940501749948528,0.21276573110028607,6.117
7.4,0.53,0.26,2.0,0.1009999999999999,16.0,72.0,0.9957,3.15,0.57,9.4,5,13.962000716967605,0.21276573110028607,5.9510000000000005
6.8,0.61,0.04,1.5,0.057,5.0,10.0,0.99525,3.42,0.6,9.5,5,11.147358240028852,0.15789457063729406,5.75
8.6,0.645,0.25,2.0,0.083,8.0,28.0,0.99815,3.28,0.6,10.0,6,13.333126618191965,0.1999998000002,6.62
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,17.90656031255087,0.24761881179160783,6.404
8.9,0.59,0.5,2.0,0.337,27.0,81.0,0.9964,3.04,1.61,9.5,6,15.08449009338825,0.21052609418305876,6.893000000000001
9.0,0.82,0.14,2.6,0.089,9.0,23.0,0.9984,3.39,0.63,9.8,5,10.975475908830381,0.26530585172872273,6.729
7.7,0.43,0.25,2.6,0.073,29.0,63.0,0.99615,3.37,0.58,10.5,6,17.90656031255087,0.24761881179160783,6.404
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,13.268975596623143,0.23636342148779865,6.21
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,7,10.83310764359076,0.13114743348571029,5.926
8.0,0.38,0.06,1.8,0.078,12.0,49.0,0.99625,3.37,0.52,9.9,6,21.05207757690587,0.18181799816363822,6.3260000000000005
8.5,0.37,0.2,2.8,0.09,18.0,58.0,0.998,3.34,0.7,9.6,6,22.97235209859193,0.2916663628475387,6.49
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,11.0,5,13.268975596623143,0.23636342148779865,6.21
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,8.19991800081999,0.25555527160525376,6.145
7.2,0.63,0.0,1.9,0.0969999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,11.428390025555151,0.2111108765434705,5.754
7.2,0.63,0.0,1.9,0.0969999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,11.428390025555151,0.2111108765434705,5.754
7.2,0.645,0.0,1.9,0.0969999999999999,15.0,39.0,0.99675,3.37,0.58,9.2,6,11.162617633835135,0.20652151465052757,5.814
7.2,0.63,0.0,1.9,0.0969999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,6,11.428390025555151,0.2111108765434705,5.754
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,9.0,6,8.19991800081999,0.25555527160525376,6.145
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,9.3,5,14.01552731453048,0.18279550237042755,6.6770000000000005
12.0,0.38,0.56,2.1,0.093,6.0,24.0,0.99925,3.14,0.71,10.9,6,31.578116365358806,0.1926603737060792,8.283000000000001
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,9.8,6,13.2756331787383,0.1836732819660388,6.167
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,71.42517022998905,0.23913017485850563,9.012
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,9.2,7,71.42517022998905,0.23913017485850563,9.012
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,11.060438478204876,0.20201999795959802,6.178
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,9.5,5,10.441022926133439,0.19999978947390581,5.846
8.2,0.6,0.17,2.3,0.072,11.0,73.0,0.9963,3.2,0.45,9.3,5,13.666438892685122,0.24731156203057844,6.205
7.7,0.53,0.06,1.7,0.074,9.0,39.0,0.99615,3.35,0.48,9.8,6,14.528027773060886,0.17346921074570332,6.164
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,9.9,6,11.060438478204876,0.20201999795959802,6.178
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,10.0,6,33.748945345457955,0.15999984000016002,7.554
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,11.833136114398094,0.18181799816363822,6.02
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,10.5,5,31.71337961772521,0.2952378140592247,7.7490000000000006
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,9.5,5,9.93535567283003,0.19999978947390581,6.107
7.1,0.6,0.0,1.8,0.074,16.0,34.0,0.9972,3.47,0.7,9.9,6,11.833136114398094,0.18181799816363822,6.02
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,9.3,5,14.03484149400888,0.34408565152080484,6.161
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,9.2,5,27.64624569865592,0.23913017485850563,6.7059999999999995
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,5,9.496266240773515,0.22826062145584627,5.601
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,5,18.78002975537182,0.19148915799025745,6.2780000000000005
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,10.5,7,32.25702396696881,0.24761881179160783,7.390000000000001
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,9.3,5,23.938668525196206,0.18279550237042755,6.145
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,10.0,5,15.384319532316686,0.16999983000017,6.371
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,9.3,5,21.350774303397206,0.1935481789804527,6.151
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,10.9,5,22.32102998160747,0.22018328423551906,8.531
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,10.2,7,45.38286988961963,0.17647041522508314,7.996
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,12.777541156645249,0.3191485966504291,5.853
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,63.885339703349814,0.3960392118423645,7.921000000000001
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,14.495146878038936,0.3738314263257698,6.571
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,63.885339703349814,0.3960392118423645,7.921000000000001
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,10.1,5,29.45866327937083,0.3960392118423645,7.6240000000000006
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,9.4,5,11.748087439336514,0.25531887732034325,6.372
7.5,0.65,0.18,7.0,0.088,27.0,94.0,0.99915,3.38,0.77,9.4,5,11.538284026399594,0.7446800588510012,6.051
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,6,14.495146878038936,0.3738314263257698,6.571
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,9.4,6,12.777541156645249,0.3191485966504291,5.853
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,6,63.885339703349814,0.3960392118423645,7.921000000000001
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,22.2494437639059,0.5333328253973091,6.941000000000001
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,9.3,6,43.84446752047998,0.3870963579609054,7.596
7.7,0.27,0.68,3.5,0.358,5.0,10.0,0.9972,3.25,1.08,9.9,7,28.51746231621051,0.35353499642929653,6.3740000000000006
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,9.1,5,14.615103555700852,0.32966996739564025,5.941
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7,22.2494437639059,0.5333328253973091,6.941000000000001
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,16.779376620735245,0.34693842149140663,7.1129999999999995
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,5,16.779376620735245,0.34693842149140663,7.1129999999999995
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,10.3,6,26.666074087242503,0.1941745687625546,8.118
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,10.3,6,18.749531261718456,0.2912618531438319,6.300000000000001
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,16.730447491394397,0.2358488341048735,6.917999999999999
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,9.2,5,27.61839003833242,0.3586952622877584,7.685
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7,16.730447491394397,0.2358488341048735,6.917999999999999
11.0,0.2,0.48,2.0,0.3429999999999999,6.0,18.0,0.9979,3.3,0.71,10.5,5,54.99725013749312,0.19047600907046755,7.763
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,10.3,6,18.908747113688843,0.2621356678294487,7.442
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,10.1,6,19.166134274047945,0.2376235271054187,5.970000000000001
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,6,39.11649657363019,0.336841750692894,8.413
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,9.5,5,21.59956800863983,0.26315761772882346,7.362
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,9.9,5,12.770930470717222,0.26262599734747744,7.366
7.1,0.63,0.06,2.0,0.083,8.0,29.0,0.99855,3.67,0.73,9.6,5,11.269662386311328,0.20833311631967052,5.939
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,9.7,5,11.07675266534361,0.23711315761530144,6.029999999999999
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,9.6,5,10.298353755914091,0.21874977213565405,5.853
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,10.7,6,14.150676402332032,0.2429904271117504,6.387
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,10.1,6,61.663240931059384,0.1485147044408867,7.662000000000001
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,10.0,5,11.772882654146752,0.25999974000026,6.5360000000000005
7.4,0.67,0.12,1.6,0.186,5.0,21.0,0.996,3.39,0.54,9.5,5,11.04461127445859,0.168420875346447,5.972
8.4,0.65,0.6,2.1,0.1119999999999999,12.0,90.0,0.9973,3.2,0.52,9.2,5,12.922878109567547,0.22826062145584627,6.276
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,19.43359559253599,0.26881691525062873,7.087
7.6,0.62,0.32,2.2,0.0819999999999999,7.0,54.0,0.9966,3.36,0.52,9.4,5,12.257866808599863,0.2340423042103147,6.016
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,9.5,6,25.12133850393893,0.2526313130196705,7.156000000000001
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,9.5,6,23.95293132717844,0.2526313130196705,7.159000000000001
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,9.5,6,25.5163615047757,0.17894718005559995,5.969
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,9.3,6,19.43359559253599,0.26881691525062873,7.087
7.9,0.53,0.24,2.0,0.072,15.0,105.0,0.996,3.27,0.54,9.4,6,14.905379143789741,0.21276573110028607,6.1419999999999995
9.0,0.46,0.31,2.8,0.093,19.0,98.0,0.99815,3.32,0.63,9.5,6,19.564792069737614,0.29473653185628224,6.639
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,5,18.29748303227591,0.3191485966504291,6.419
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,11.0,5,20.554984583761563,0.23636342148779865,6.464
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,6,20.285134710436843,0.22727252066134487,6.334999999999999
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,10.1,5,17.142551025874535,0.3366333300660099,7.0649999999999995
9.6,0.77,0.12,2.9,0.0819999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,12.467370553629173,0.2788458857251099,7.152
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,14.848259874850383,0.2782606275994543,7.583
9.6,0.77,0.12,2.9,0.0819999999999999,30.0,74.0,0.99865,3.3,0.64,10.4,6,12.467370553629173,0.2788458857251099,7.152
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7,14.848259874850383,0.2782606275994543,7.583
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,9.7,5,15.245651710627698,0.35051510256174995,6.816000000000001
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,9.3,5,12.580442250931437,0.24731156203057844,6.099
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.999,3.28,0.7,9.5,6,17.457331231674043,0.29473653185628224,7.18
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,20.407746780677947,1.195650874292528,6.967
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,9.2,6,20.407746780677947,1.195650874292528,6.967
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,7,21.88637950227354,0.31739102835562755,8.312
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,11.5,5,23.40855889638872,0.39130400756173256,7.818999999999999
13.4,0.27,0.62,2.6,0.0819999999999999,6.0,21.0,1.0002,3.16,0.67,9.7,6,49.62779156327543,0.2680409607825147,8.471
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,9.5,5,23.260363905132493,0.21052609418305876,7.316000000000001
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,28.332546318157828,0.23199981440014847,8.028
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,12.5,6,28.332546318157828,0.23199981440014847,8.028
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,9.4,6,13.792865640247584,0.3404251697604577,6.182
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,11.0,5,14.999732147640222,0.1909089173555297,6.816000000000001
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,11.7,7,12.15365917447424,0.21367503104698204,6.8919999999999995
11.9,0.695,0.53,3.4,0.128,7.0,21.0,0.9992,3.17,0.84,12.2,7,17.122055797758307,0.2786882961571343,8.672
8.9,0.43,0.45,1.9,0.052,6.0,16.0,0.9948,3.35,0.7,12.5,6,20.697193088532824,0.15199987840009727,7.5200000000000005
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,10.3,5,18.1391130438827,0.2718443962675764,6.402000000000001
12.4,0.49,0.58,3.0,0.103,28.0,99.0,1.0008,3.16,1.0,11.5,6,25.30560600804065,0.2608693383744884,8.71
12.5,0.28,0.54,2.3,0.0819999999999999,12.0,29.0,0.9997,3.11,1.36,9.8,7,44.64126281204242,0.23469363806771623,8.348
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,9.2,6,35.88129760889385,0.2608692816638243,7.994
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,11.3,6,25.237494345372728,0.23893784164792775,7.891
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,27.948001333299146,0.1836732819660388,7.525
10.9,0.39,0.47,1.8,0.118,6.0,14.0,0.9982,3.3,0.75,9.8,6,27.948001333299146,0.1836732819660388,7.525
11.9,0.57,0.5,2.6,0.0819999999999999,6.0,32.0,1.0006,3.12,0.78,10.7,6,20.87682672233821,0.2429904271117504,8.204
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,9.9,5,10.218828922205516,0.1919189980616181,6.013
6.6,0.815,0.02,2.7,0.072,17.0,34.0,0.9955,3.58,0.89,12.3,7,8.09806014650127,0.21951201665689704,6.5969999999999995
13.8,0.49,0.67,3.0,0.093,6.0,15.0,0.9986,3.02,0.93,12.0,6,28.162690557335566,0.24999979166684028,9.399000000000001
9.6,0.56,0.31,2.8,0.089,15.0,46.0,0.9979,3.11,0.92,10.0,6,17.142551025874535,0.27999972000028,7.116
9.1,0.785,0.0,2.6,0.093,11.0,28.0,0.9994,3.36,0.86,9.4,6,11.59220901644565,0.27659545043037187,6.718
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,9.9,6,15.969910896852285,0.27272699724545735,7.5440000000000005
9.1,0.795,0.0,2.6,0.096,11.0,26.0,0.9994,3.35,0.83,9.4,6,11.446396900667915,0.27659545043037187,6.709
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,9.3,5,11.578773251530052,0.25806423864060357,6.089
13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,5,25.47121752419766,0.36923048520731905,9.531
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,11.9,6,29.046235893528877,0.11764695996053784,6.186999999999999
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,12.8,6,8.93321422381035,0.18749985351573942,6.702999999999999
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,11.0,5,28.04809638789298,0.2727270247936138,8.164000000000001
10.5,0.42,0.66,2.95,0.1159999999999999,12.0,29.0,0.997,3.24,0.75,11.7,7,24.999404776076762,0.25213653663543883,7.935
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,10.4,7,27.67377502848771,0.2980766364647726,8.135000000000002
12.6,0.38,0.66,2.6,0.088,10.0,41.0,1.001,3.17,0.68,9.8,6,33.157022183626744,0.26530585172872273,8.184
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,9.4,5,11.714118369737575,0.21276573110028607,6.31
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,9.9,6,19.110686429190462,0.26262599734747744,6.683
11.9,0.58,0.66,2.5,0.072,6.0,37.0,0.9992,3.05,0.56,10.0,5,20.516887639868283,0.24999975000025002,7.928000000000001
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,10.2,5,27.173322319080018,0.19607823913898126,8.321
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,20.8126697126876,0.57999942000058,8.339000000000002
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,11.8,6,23.808956929596913,0.28813534903783977,7.819
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,10.0,7,20.8126697126876,0.57999942000058,8.339000000000002
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,9.0,5,18.086641971443978,0.28888856790159123,7.067
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,9.4,5,30.29322666980383,0.2978720235404005,7.132
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,34.813525424984256,0.1999998333334722,7.699
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,9.9,5,9.019489941307958,0.2323229976535377,5.964
7.9,0.24,0.4,1.6,0.0559999999999999,11.0,25.0,0.9967,3.32,0.87,8.7,6,32.9152951960335,0.18390783458869592,6.031000000000001
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,6,32.498839327166884,0.16981116055550893,7.132
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,9.2,5,13.454300830893985,0.23913017485850563,5.909000000000001
14.0,0.41,0.63,3.8,0.089,6.0,47.0,1.0014,3.01,0.81,10.8,6,34.14550864613059,0.35185152606340175,9.083000000000002
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,11.8,7,21.29590192774208,0.3728810399313221,8.389
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,11.0,6,25.554987666940733,0.2727270247936138,8.233
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7,34.813525424984256,0.1999998333334722,7.699
11.4,0.625,0.66,6.2,0.088,6.0,24.0,0.9988,3.11,0.99,13.3,6,18.239708164669366,0.4661650630337872,8.847000000000001
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,10.8,6,19.76143425156544,0.23148126714697487,6.7700000000000005
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,31.921849159647707,0.21276573110028607,6.380000000000001
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,33.01125274089781,0.28999971000029,8.72
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,31.921849159647707,0.21276573110028607,6.380000000000001
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,9.4,6,31.921849159647707,0.21276573110028607,6.380000000000001
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,5,15.097743181506246,0.22826062145584627,6.061999999999999
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,9.7,6,11.745845304042794,0.24742242533770586,6.098000000000001
7.8,0.54,0.26,2.0,0.088,23.0,48.0,0.9981,3.41,0.74,9.2,6,14.444176959685931,0.21739106805318692,6.102
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,9.6,6,12.57556703686308,0.19791646050368697,6.362
7.8,0.46,0.26,1.9,0.088,23.0,53.0,0.9981,3.43,0.74,9.2,6,16.95615312710593,0.20652151465052757,6.102
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,7,25.262493092287045,0.24999975000025002,7.05
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,10.0,6,33.01125274089781,0.28999971000029,8.72
9.5,0.37,0.52,2.0,0.0819999999999999,6.0,26.0,0.998,3.18,0.51,9.5,5,25.674981757249803,0.21052609418305876,6.803000000000001
8.4,0.665,0.61,2.0,0.1119999999999999,13.0,95.0,0.997,3.16,0.54,9.1,5,12.631389001669149,0.21977997826376017,6.252000000000001
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,9.9,5,21.16631389476842,0.2323229976535377,8.221
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,7,32.43155590389449,0.3230766745564042,8.88
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,8.97946966707936,0.7979789919404122,5.769
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,19.491195064490434,0.23636342148779865,8.095
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,11.0,6,19.491195064490434,0.23636342148779865,8.095
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,9.4,5,11.372400360779597,0.24468059076532894,6.465
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,9.9,5,8.97946966707936,0.7979789919404122,5.769
7.7,0.26,0.3,1.7,0.059,20.0,38.0,0.9949,3.29,0.47,10.8,6,29.614245605938233,0.1574072616599429,6.461
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,10.5,6,25.416137163809086,0.24761881179160783,8.213
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,10.5,6,18.999683338611025,0.25714261224513124,7.899000000000001
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,5,11.159258561470125,0.29670297065607626,5.993
8.7,0.31,0.46,1.4,0.059,11.0,25.0,0.9966,3.36,0.76,10.1,6,28.063610851262858,0.1386137241448276,6.7379999999999995
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,10.8,6,22.272221085884414,0.23148126714697487,7.355
12.0,0.39,0.66,3.0,0.093,12.0,30.0,0.9996,3.18,0.63,10.8,7,30.768441834824745,0.27777752057636984,8.229000000000001
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,11.3,6,30.58733566659804,0.32743333855456763,7.76
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,9.5,6,20.929745819864653,0.26315761772882346,6.636
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,9.5,5,20.221772849492233,0.2526313130196705,6.676
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,9.3,5,9.659732520645978,0.20430085559047784,5.822
9.9,0.4,0.53,6.7,0.0969999999999999,6.0,19.0,0.9986,3.27,0.82,11.7,7,24.74938126546836,0.5726490832059119,7.716
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,9.5,5,16.922751485548357,0.28421022714712935,6.553000000000001
8.6,0.725,0.24,6.6,0.1169999999999999,31.0,134.0,1.0014,3.32,1.07,9.3,5,11.861905353029615,0.7096766562616599,6.551
